Nome: JOAO PINHEIRO
Codigo Estacao: 83481
Latitude: -17.74027777
Longitude: -46.17694443
Altitude: 759.62
Situacao: Desativada
Data Inicial: 2009-01-01
Data Final: 2018-01-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2010-01-12;9.4;null;0;32.6;27.3;22.7;57.8;45;.8;
2010-01-13;8.6;null;0;32.4;25.9;21.7;70.3;52;.3;
2010-01-14;6.1;null;0;30.6;26;22.9;70.3;54;.7;
2010-01-15;6.4;null;0;32.4;26.8;22.5;67.8;61;1;
2010-01-16;6.8;null;.9;32.2;26.9;22.5;57.3;47;1;
2010-01-17;10.2;null;0;31.2;26.4;22.3;56.5;47;1.5;
2010-01-18;10.9;null;0;32.4;27.1;23.1;54.8;40;.5;
2010-01-19;11.2;null;0;32.4;27.5;22.5;56;44;.8;
2010-01-20;10.7;null;0;33.2;27.5;23.5;58.5;47;1.5;
2010-01-21;10.4;null;0;31.2;26.6;22.5;59.5;53;1.2;
2010-01-22;9.9;null;0;30.8;24.9;22.5;71;61;1.4;
2010-01-23;5.6;null;27.4;28;21.7;18.9;84.5;66;.3;
2010-01-24;3.8;null;12.8;30.4;23.2;19.7;79.8;57;1.5;
2010-01-25;4.2;null;15.6;30.4;25;20.7;71.5;55;1.2;
2010-01-26;5;null;31.2;26.8;23.2;19.7;79.8;76;1.4;
2010-01-27;4.5;null;.4;29.6;24.1;20.7;76.8;52;1.4;
2010-01-28;5.4;null;0;30.2;25.5;20.7;66;56;1.2;
2010-01-29;6.8;null;0;32.2;26.5;22.7;61.3;53;1.2;
2010-01-30;9.5;null;0;32.6;27.2;22.7;58;48;1.3;
2010-01-31;10.4;null;0;32;26.8;22.7;64.3;49;.8;
2010-02-01;10.3;null;0;33;27.2;22.5;51;41;.7;
2010-02-02;10.2;null;0;33.8;27.7;22.9;51.5;36;.5;
2010-02-03;12.1;null;0;33.8;27.9;22.9;51.3;38;.2;
2010-02-04;null;null;0;32.6;25.9;22.5;62.5;48;2.1;
2010-02-05;9.5;null;4;32.2;26;22.3;63.3;47;1.5;
2010-02-06;8.8;null;0;31.6;25.3;19.5;58.8;41;1.6;
2010-02-07;9.2;null;6.6;30.2;23.8;19.1;68.5;51;2.6;
2010-02-08;6.5;null;0;29.8;24.8;19.3;57.3;52;1;
2010-02-09;9.7;null;0;30.2;24;19.9;78.8;52;2.4;
2010-02-10;4.5;null;36.7;30.4;24.5;19.5;67.8;49;1.7;
2010-02-11;8;null;0;32.4;26;19.5;55;31;1.4;
2010-02-12;12.5;null;0;31.4;25.5;20.7;55.5;42;1.2;
2010-02-13;11.2;null;0;32.4;26.6;20.3;51.8;41;1.7;
2010-02-14;13.3;null;0;33.2;26.8;22.5;57.5;44;1.4;
2010-02-15;9.1;null;10.1;32.6;26.4;21.1;56.5;42;1;
2010-02-16;10.6;null;0;33.4;27.3;21.1;54;39;1.5;
2010-02-17;11.5;null;0;33.8;28.6;23.5;55.5;38;.8;
2010-02-18;13;null;0;34.4;27.8;24.9;58.8;42;1.4;
2010-02-19;9.2;null;2.3;30.6;25.1;19.3;68.8;52;.7;
2010-02-20;8.8;null;0;33.4;27.3;22.5;56.8;44;.8;
2010-02-21;11.5;null;0;32.2;26.4;21.3;60;47;1.5;
2010-02-22;10.5;null;0;33.6;27.8;22.9;54;45;.3;
2010-02-23;11.6;null;0;33.4;27.5;22.5;57.5;46;.5;
2010-02-24;10.5;null;0;34;27.8;23.1;56.5;42;.5;
2010-02-25;9.8;null;0;33.4;28.6;23.5;59.3;54;.7;
2010-02-26;9.3;null;10;29;24.2;21.5;78.5;60;1;
2010-02-27;4.2;null;10.6;31.4;25.5;20.3;69.8;51;.8;
2010-02-28;6.8;null;2.5;27.4;23.1;20.5;88.3;72;.7;
2010-03-01;2.1;null;6.3;25.8;23.1;20.1;92;88;.7;
2010-03-02;1.2;null;35.7;29;23.7;20.7;89;82;.5;
2010-03-03;3;null;8.2;27.2;23.3;20.5;91.3;85;.7;
2010-03-04;2;null;4.7;30.6;24;20.7;81.3;56;.8;
2010-03-05;3.8;null;0;30.8;25;21.3;76.3;57;.8;
2010-03-06;4.2;null;9.6;31;24.9;20.1;77.5;58;.7;
2010-03-07;5.2;null;9.9;30.2;24.8;20.5;75.5;60;.3;
2010-03-08;6;null;0;31;24.7;21.1;76.5;51;.7;
2010-03-09;5;null;13.7;30.8;24.4;20.5;77.8;55;.8;
2010-03-10;4.8;null;0;32.4;26.4;21.1;66.8;54;.8;
2010-03-11;6.6;null;0;32.4;27.1;21.7;65;53;.7;
2010-03-12;6.8;null;21.5;32.4;25.5;20.1;69.8;52;.7;
2010-03-13;4.7;null;0;32;26.1;19.9;65.8;47;.8;
2010-03-14;6.2;null;1.4;30.8;24.6;19.7;73.5;58;1.2;
2010-03-15;6.2;null;0;31.2;26.3;21.7;64;59;1.4;
2010-03-16;6.4;null;0;29.8;23.8;20.7;85;64;1.9;
2010-03-17;4.3;null;23.7;28.6;24.1;19.7;68.3;51;1.3;
2010-03-18;7.6;null;0;30.4;23.8;20.3;70.5;55;1;
2010-03-19;6.2;null;.1;30;24.7;20.1;69.5;56;.6;
2010-03-20;6.2;null;0;31;25.5;20.1;64.8;52;.5;
2010-03-21;6.1;null;0;31;25.5;20.9;70.8;54;.8;
2010-03-22;7.2;null;0;26.4;23.5;21.3;82;70;1;
2010-03-23;4.8;null;0;29;24.6;20.5;76.8;68;.9;
2010-03-24;5.2;null;1.3;29.6;24.4;20.3;79;67;1.9;
2010-03-25;4.1;null;8.2;29.4;24.5;20.5;76.8;66;1;
2010-03-26;5;null;0;31;25.3;20.1;66.8;57;1.2;
2010-03-27;7.8;null;0;31;25.3;20.7;64.8;51;1;
2010-03-28;7.2;null;0;31;25.4;20.7;64.5;50;1;
2010-03-29;8.1;null;0;31.6;25.5;20.7;69;50;1.2;
2010-03-30;6.4;null;1.2;31.6;23.5;19.7;79.8;53;.8;
2010-03-31;5.6;null;34.7;31;23.7;20.1;79;60;1.2;
2010-04-01;6.8;null;7.8;27.6;23.1;20.5;88.8;84;1.2;
2010-04-02;3.1;null;13.4;27.4;22.3;20.1;86.3;69;1.5;
2010-04-03;2.6;null;27.2;27;22.7;19.7;84.3;70;1.2;
2010-04-04;2.4;null;8.2;24.8;21.8;19.7;91.8;86;1;
2010-04-05;1;null;3.4;31;24.9;19.7;73.3;51;.5;
2010-04-06;5;null;0;30.8;24.6;21.7;74.8;54;2.2;
2010-04-07;4.6;null;15.6;27.2;21.1;16.1;64;47;2.1;
2010-04-08;7.4;null;0;27;20.8;16.1;57.8;52;1.5;
2010-04-09;10.5;null;0;27.4;21.7;15.9;51.5;57;1.7;
2010-04-10;12.4;null;0;27.4;21.6;16.7;58.3;46;1.9;
2010-04-11;11.1;null;0;27.3;21.8;16.7;48;30;1.9;
2010-04-12;12;null;0;26.8;21.2;16.3;57.3;42;1.2;
2010-04-13;9.1;null;0;28;21.8;16.5;58;39;1.4;
2010-04-14;9.8;null;0;29.2;22.7;17.5;65.3;47;1.5;
2010-04-15;9.8;null;0;29;23.1;17.7;59.8;46;1.2;
2010-04-16;8.1;null;0;30.8;24.4;17.6;53.3;52;1.2;
2010-04-17;9.4;null;0;31.6;25.1;17.5;58.8;45;1.5;
2010-04-18;10.6;null;0;31.6;25.4;20.1;65;53;1.7;
2010-04-19;7.5;null;0;30.4;25;19.7;64.5;54;1.3;
2010-04-20;8;null;0;31;25.3;19.7;63.5;52;.8;
2010-04-21;7.6;null;0;29.8;24.6;19.7;62.3;51;.8;
2010-04-22;7.5;null;0;30.6;25.1;19.9;55.8;38;1;
2010-04-23;8.2;null;0;31.6;25.7;20.5;57.8;45;.7;
2010-04-24;8.4;null;0;32.4;26.3;20.3;54.8;47;1.4;
2010-04-25;8.1;null;0;31.6;25.3;20.7;61.3;45;1.5;
2010-04-26;9;null;0;30.4;24.5;20.1;61;46;.5;
2010-04-27;9.4;null;0;32;25.5;20.1;53.8;40;.2;
2010-04-28;9.1;null;0;32.4;26.1;20.1;56.3;48;.2;
2010-04-29;9.4;null;0;30.4;24.6;20.7;64;54;.7;
2010-04-30;8.8;null;1;null;24.2;null;65.8;58;1;
2010-05-01;5.1;null;8.4;30;24;18.9;65;46;1.2;
2010-05-02;9.4;null;0;29.8;24.1;20.1;62.5;52;.5;
2010-05-03;9.2;null;0;28.8;22.6;17.3;61.8;51;2;
2010-05-04;9.3;null;0;29.2;22.6;17.7;61.3;50;1;
2010-05-05;8.6;null;0;29.4;23.1;18.5;58;43;.8;
2010-05-06;9;null;0;30.8;24.7;18.9;50.8;43;1.2;
2010-05-07;10.3;null;0;31;25;20.7;57.5;47;.8;
2010-05-08;12.2;null;0;31.4;25;21.1;60.5;43;1.2;
2010-05-09;8.8;null;0;31.8;24.8;19.3;61.3;45;1.5;
2010-05-10;9.9;null;0;28;21.5;18.1;76.5;57;1.7;
2010-05-11;5.5;null;.5;26;21;16.9;80.5;65;.8;
2010-05-12;3.9;null;0;27;21.5;18.7;64.5;46;1.2;
2010-05-13;8.6;null;0;27.4;19.9;13.9;57.3;36;1;
2010-05-14;11;null;0;30.8;23.3;17.9;41.8;34;1.7;
2010-05-15;13;null;0;31.4;24.1;19.7;56.5;44;.7;
2010-05-16;8.5;null;0;30.6;23.8;18.1;62.3;41;1.2;
2010-05-17;9.7;null;0;31.8;24.9;19.9;48.3;37;.3;
2010-05-18;10.2;null;0;29.2;23.1;19.5;56.3;49;1.5;
2010-05-19;8.1;null;0;29.4;23.2;18.7;72.8;52;1.7;
2010-05-20;5.4;null;51.8;27.4;22.2;19.1;60;56;.8;
2010-05-21;4;null;0;27.8;21.4;15.9;62.5;48;.8;
2010-05-22;6;null;0;29.4;23.7;18.7;56.5;47;.7;
2010-05-23;7.3;null;0;30.4;24.1;19.1;63.8;48;.7;
2010-05-24;8.6;null;0;29.4;24;19.5;70.8;55;1;
2010-05-25;5;null;.4;28.8;24;20.1;69.3;56;.8;
2010-05-26;6.2;null;0;29.4;24.6;21.3;63.8;49;1.4;
2010-05-27;8.3;null;0;28;22.5;19.1;55;34;1.5;
2010-05-28;10.2;null;0;26.8;21.3;16.7;62.3;51;2.2;
2010-05-29;7.2;null;0;27.4;21.5;17.1;65;49;1.4;
2010-05-30;7.1;null;0;27.8;21.7;17.1;66;47;1.2;
2010-05-31;7.2;null;0;27.8;21.6;16.9;66.8;47;1.5;
2010-06-01;8.4;null;0;26.8;21.4;null;62.5;50;1.5;
2010-06-02;7.5;null;0;26;19.9;17.1;75;57;1.9;
2010-06-03;5;null;4.2;23.4;19.9;16.7;78.5;70;1.7;
2010-06-04;3.4;null;.3;26.2;20.2;15.5;67;50;1.3;
2010-06-05;6;null;0;21.6;18.7;14.7;80.3;73;1.4;
2010-06-06;3.9;null;0;24.8;18;13.7;55.3;39;1.5;
2010-06-07;9.8;null;0;27;19.9;14.1;43.5;29;1.4;
2010-06-08;10.4;null;0;29.2;22.1;17.9;61.3;44;.5;
2010-06-09;9.1;null;0;28.2;21.6;18.1;57.5;38;1;
2010-06-10;7.8;null;0;27.6;20.8;15.9;59.3;38;.8;
2010-06-11;8;null;0;28;21.3;16.1;58.8;44;1.2;
2010-06-12;8.5;null;0;25.6;19.9;15.5;62;49;2.3;
2010-06-13;9.2;null;0;24.6;17.7;12.9;58.3;41;1.8;
2010-06-14;9;null;0;24.8;18.2;13.5;57.3;41;1.2;
2010-06-15;8.5;null;0;25.8;18.8;13.3;57.8;42;1.4;
2010-06-16;8.6;null;0;28;19.8;13.1;56.8;38;1;
2010-06-17;8.6;null;0;29.4;21;13.1;50.3;40;.7;
2010-06-18;9.1;null;0;28.8;21.1;15.9;52;31;.8;
2010-06-19;10.8;null;0;27.4;20.9;17.1;50.5;33;.3;
2010-06-20;9.5;null;0;29.2;21.2;14.9;54.5;33;.5;
2010-06-21;9;null;0;30.4;21.9;16.1;49.5;28;.5;
2010-06-22;9.2;null;0;30.8;23.7;14.9;37;27;1.4;
2010-06-23;9.3;null;0;29.2;22;14.1;50.3;35;1.2;
2010-06-24;10.8;null;0;27.4;20.9;16.1;59.5;41;1.9;
2010-06-25;9.3;null;0;27.4;21.8;16.5;60;49;1.2;
2010-06-26;8.4;null;0;27.6;20.6;17.1;57.8;51;1.5;
2010-06-27;10;null;0;27.2;19.7;14.5;58.5;36;1.6;
2010-06-28;9.5;null;0;26.8;20.6;15.7;54.5;43;1.7;
2010-06-29;10.6;null;0;26.8;20;15.1;59;40;1;
2010-06-30;9.1;null;0;26.6;20.1;14.9;50.8;38;1.7;
2010-07-01;9.4;null;0;25.8;19;14.1;51;36;1.9;
2010-07-02;9.2;null;0;28.2;20.7;15.1;56.5;39;1.2;
2010-07-03;9.3;null;0;26.8;21;16.1;52.3;43;1.5;
2010-07-04;10;null;0;26.8;20.6;15.1;55;39;1;
2010-07-05;9.7;null;0;27.2;20.5;14.1;56.3;40;1.9;
2010-07-06;8.2;null;0;27.2;21.2;15.5;51.8;35;1.9;
2010-07-07;8.2;null;0;26.2;19.1;13.3;53.8;35;1.9;
2010-07-08;8.7;null;0;27.6;20.3;15.1;54;33;1.2;
2010-07-09;9.4;null;0;28.2;22.8;17.1;46.8;36;1.2;
2010-07-10;9.2;null;0;27.8;22.1;17.3;52.8;38;1.3;
2010-07-11;10;null;0;29.4;22;17.7;59;37;1;
2010-07-12;9.9;null;0;28.8;22.3;17.1;57.8;44;1.9;
2010-07-13;10.1;null;0;29.8;22.8;16.9;53.8;39;1;
2010-07-14;10.4;null;0;31.8;24.1;17.7;48.5;35;1;
2010-07-15;10.7;null;0;30;23;16.9;53;38;6.3;
2010-07-16;11.8;null;0;29;22.4;16.7;53;33;1.3;
2010-07-17;11.3;null;0;28.4;21.5;17.1;54;35;1.4;
2010-07-18;11.6;null;0;27.8;21.4;16.5;56.8;38;1.9;
2010-07-19;10.1;null;0;28.2;21.1;15.9;61.5;41;1.5;
2010-07-20;8.4;null;0;28.6;21.5;15.7;55;41;.8;
2010-07-21;8.6;null;0;28.6;21.3;15.7;51;35;1;
2010-07-22;9.9;null;0;28;20.9;14.7;54.8;36;.8;
2010-07-23;8.6;null;0;29.8;22.8;16.5;46.5;36;1.5;
2010-07-24;9.8;null;0;27.2;20.4;16.5;51.5;41;1.6;
2010-07-25;11.5;null;0;27.2;20.3;14.7;51.8;34;1.7;
2010-07-26;11;null;0;25.6;21.2;17.3;51.3;40;1.2;
2010-07-27;9.7;null;0;27.6;21.4;16.9;47.3;33;1.4;
2010-07-28;11;null;0;27.6;21.3;16.5;53.5;33;1.5;
2010-07-29;11.1;null;0;26.8;21.1;17.3;50.3;34;1.9;
2010-07-30;10.2;null;0;27.8;20.5;15.7;48.8;30;.8;
2010-07-31;11.5;null;0;28.6;21.6;16.3;51.8;34;.7;
2010-08-01;10.8;null;0;30;22.7;16.7;41.5;30;1.3;
2010-08-02;12.1;null;0;29.8;22.8;17.1;46.3;34;1.3;
2010-08-03;12.2;null;0;29.8;22.5;15.9;39.3;26;1.5;
2010-08-04;12.5;null;0;28.2;21.5;16.3;45.5;26;1.2;
2010-08-05;13.4;null;0;29.8;22.2;16.1;43.8;25;.7;
2010-08-06;11.7;null;0;30.2;22.7;16.7;40.5;26;.8;
2010-08-07;11.8;null;0;30.6;23.6;18.5;41.5;29;1.5;
2010-08-08;12.7;null;0;30.6;22.5;17.1;51;33;.7;
2010-08-09;12.8;null;0;31.6;24.4;18.1;35.8;25;1;
2010-08-10;13.3;null;0;30.8;24.4;17.7;33.5;25;1;
2010-08-11;13.4;null;0;27.8;21.6;15.9;46.8;30;1.2;
2010-08-12;11.9;null;0;28.6;21.2;15.1;47.5;31;1.9;
2010-08-13;12.4;null;0;28.8;21.2;14.7;48;30;1.2;
2010-08-14;9.5;null;0;30.8;22.5;14.7;47.5;30;.8;
2010-08-15;12;null;0;29.6;22.7;16.3;42.3;25;1.2;
2010-08-16;12.3;null;0;26.8;19.7;14.7;51;34;2.6;
2010-08-17;13;null;0;28.8;19.3;11.9;39.8;36;2.3;
2010-08-18;12.5;null;0;25.2;17.5;11.8;46.3;30;1.5;
2010-08-19;13;null;0;24.4;17.2;11.8;47.8;29;1.9;
2010-08-20;10.5;null;0;27;19.4;12.5;39.3;26;1.7;
2010-08-21;13.4;null;0;29.2;22.2;16.1;34.8;23;1.4;
2010-08-22;14.3;null;0;29.2;22;16.3;35.3;26;1.4;
2010-08-23;14.4;null;0;29.4;21.9;15.7;35.5;27;1.3;
2010-08-24;14.5;null;0;29.8;22.4;15.9;41;33;1.7;
2010-08-25;14.6;null;0;29.8;22.8;17.1;38;20;1.9;
2010-08-26;14.7;null;0;31.2;23.6;17.1;38.8;26;1.2;
2010-08-27;14.4;null;0;33;25.3;19.3;29.8;18;1.7;
2010-08-28;16.5;null;0;34;26;19.9;32.3;21;.8;
2010-08-29;16.5;null;0;32.8;25.7;19.5;32.5;21;1.2;
2010-08-30;16.3;null;0;32.2;24.1;18.5;39.5;27;1;
2010-08-31;15.5;null;0;30.2;22.7;17.3;49;34;1.2;
2010-09-01;13.3;null;0;29.2;22.1;15.9;44.3;33;1.7;
2010-09-02;13.2;null;0;30.2;23;16.3;47.8;34;1.4;
2010-09-03;13.1;null;0;32;24;18.5;34;25;2.2;
2010-09-04;15.6;null;0;32;24.2;17.5;32.3;21;1.2;
2010-09-05;15.7;null;0;32.2;25.7;18.9;30.3;24;.5;
2010-09-06;16.5;null;0;32.2;25;18.4;32.5;21;1.7;
2010-09-07;16.3;null;0;30.8;23.5;17.3;46.5;32;1.4;
2010-09-08;14.3;null;0;30.2;23.3;17.9;51.5;28;1.9;
2010-09-09;13.8;null;0;31.2;25;19.1;41.3;33;1.4;
2010-09-10;13.1;null;0;30.6;23.1;16.5;45.8;33;1.6;
2010-09-11;14.4;null;0;28.6;21.5;15.7;38.8;25;1.7;
2010-09-12;14.5;null;0;29.4;22;15.1;29.5;22;1.5;
2010-09-13;15.3;null;0;30.4;22.8;15.9;36.5;23;1.9;
2010-09-14;16.3;null;0;32.8;24.8;17.5;43;24;1;
2010-09-15;14.9;null;0;34;26.1;19.1;32.3;24;.7;
2010-09-16;16.5;null;0;34;26.2;19.5;36.5;27;1;
2010-09-17;16.3;null;0;34.2;26;18.9;38.3;27;.7;
2010-09-18;16.5;null;0;33.8;26.5;18.9;36;26;.8;
2010-09-19;16.5;null;0;32.6;25.7;19.7;39.8;26;1;
2010-09-20;16.1;null;0;31.2;23.6;17.7;47.8;31;1.4;
2010-09-21;14.7;null;0;31;23.7;18.1;48;31;1.7;
2010-09-22;14.5;null;0;31.4;25;18.1;41.3;30;1.9;
2010-09-23;15.5;null;0;32;25.2;18.7;36.8;26;1.4;
2010-09-24;17.1;null;0;33;26;19.7;35.8;22;1.5;
2010-09-25;17.5;null;0;32.6;26.5;23.1;43.8;32;1.4;
2010-09-26;17.5;null;0;33.8;26.7;20.5;40.3;31;1.3;
2010-09-27;16.1;null;0;33.4;25;20.3;48;28;1.6;
2010-09-28;13.9;null;0;29;23.1;20.5;69.3;50;1.7;
2010-09-29;7.6;null;3.5;30.8;23.1;18.7;69.8;46;1;
2010-09-30;6.5;null;1;31.4;25.6;18.7;62.8;50;1.2;
2010-10-01;8.6;null;0;34.8;28.2;21.7;48.5;34;.5;
2010-10-02;13.2;null;1;29;23.3;19.7;70.5;52;1.4;
2010-10-03;8.3;null;1;33.8;27;19.7;55.3;36;.3;
2010-10-04;13.2;null;0;34.4;27.1;20.7;51;33;.5;
2010-10-05;15.5;null;0;34.8;28.1;20.1;43.3;28;1.4;
2010-10-06;16.1;null;1;36;27.5;21.7;49;29;.7;
2010-10-07;14.9;null;0;35.6;27.8;23.3;56.8;37;1.4;
2010-10-08;12.1;null;6.1;32.6;26.3;19.9;61.5;44;.8;
2010-10-09;14.8;null;0;35.2;26.3;19.3;34;22;1.2;
2010-10-10;15.9;null;0;33;26.3;19.1;49.5;34;.8;
2010-10-11;15.1;null;0;32.6;24.2;19.7;63.8;43;1.9;
2010-10-12;12.1;null;3.4;34.2;26.1;19.1;57.3;33;1.5;
2010-10-13;13.2;null;0;34;26.5;19.3;56;42;1.3;
2010-10-14;12.1;null;0;34.6;26.6;19.3;52.5;37;1;
2010-10-15;13.4;null;0;29.8;24.9;21.7;65;52;.7;
2010-10-16;9.1;null;0;33.8;26.3;20.7;58.5;42;1.9;
2010-10-17;11.4;null;.5;33.2;26.5;21.5;61.3;45;.5;
2010-10-18;8.4;null;1;31.2;24.5;21.1;75.8;57;1.4;
2010-10-19;5.2;null;24.2;28.8;22.8;19.1;81.8;63;.5;
2010-10-20;3.1;null;15.2;30.6;24.9;18.9;68;57;.3;
2010-10-21;6.9;null;.2;31;25;19.1;62.8;48;.3;
2010-10-22;8.5;null;0;34.4;27;20.5;51;42;1.3;
2010-10-23;11.4;null;0;33.2;26;20.3;47.8;29;.8;
2010-10-24;14.5;null;0;31.6;24.7;21.1;65.8;45;1.2;
2010-10-25;5.4;null;1.9;28;24.2;20.3;68.3;56;1;
2010-10-26;7.5;null;0;30.8;23;19.5;80.5;51;.5;
2010-10-27;5.2;null;46.8;30;23.6;18.5;73;48;.2;
2010-10-28;5.8;null;0;33.8;26.8;20.7;54.8;30;.5;
2010-10-29;8.4;null;0;34.2;27.3;21.5;56.8;40;1.2;
2010-10-30;11.7;null;3.7;33.4;24.3;20.5;73.3;46;2.1;
2010-10-31;7.8;null;96;28.2;23.3;20.7;83.5;69;1.5;
2010-11-01;8.1;null;10.5;30;22.6;19.7;83.8;58;.7;
2010-11-02;7;null;53.9;24.2;20.6;18.5;90.8;78;1.4;
2010-11-03;3.1;null;2.1;26.2;21.7;18.3;79.5;68;1;
2010-11-04;3;null;1;28.2;23;19.7;78;63;1.5;
2010-11-05;5.4;null;0;29.4;22.7;20.1;83.3;55;1.4;
2010-11-06;4.5;null;29;26;21.5;19.3;90.3;73;.7;
2010-11-07;2.2;null;46.4;24;21.3;19.5;93.8;94;1.2;
2010-11-08;1.6;null;1;25.2;21.7;19.1;84.3;72;.8;
2010-11-09;3.4;null;.2;29;23.4;19.7;76.3;62;.7;
2010-11-10;5.3;null;3.4;28.6;23.7;19.7;84.5;70;1.2;
2010-11-11;4.3;null;1.3;31.2;24.5;19.9;73.3;51;.7;
2010-11-12;6.2;null;6.2;30.6;24.8;19.7;70.5;54;.7;
2010-11-13;7;null;.1;32.2;24.7;21.3;73.5;60;1.2;
2010-11-14;6.2;null;1.9;26.6;21.7;18.7;82.3;67;1;
2010-11-15;4.1;null;0;29.6;23.2;18.9;73.3;52;1;
2010-11-16;6.6;null;24.5;24.2;20.6;17.9;83;79;1.2;
2010-11-17;1.5;null;20;26.8;21.4;18.7;85.5;70;.8;
2010-11-18;3.2;null;31;30;23.7;17.5;68.5;49;.7;
2010-11-19;6.4;null;0;32;25.5;18.9;61.3;47;.5;
2010-11-20;8.4;null;0;32.6;27.1;20.7;60.5;46;.5;
2010-11-21;8.6;null;8.3;31;24.5;21.3;77;53;1.2;
2010-11-22;4.3;null;17;25;21.5;18.9;91.8;85;.7;
2010-11-23;1;null;13.9;28.6;22.9;19.5;83.8;62;1;
2010-11-24;3.6;null;.2;30;24.5;19.7;73.5;60;1.7;
2010-11-25;6;null;25;30.4;24.6;19.9;74.3;54;2.1;
2010-11-26;4.8;null;14.9;27;22.7;19.3;86;70;1.4;
2010-11-27;3.2;null;0;32.6;25.4;20.1;67;53;.7;
2010-11-28;8;null;0;33;26.3;21.1;61.8;47;1.3;
2010-11-29;8.9;null;.4;31.6;25.6;21.1;69.5;52;1.5;
2010-11-30;8.4;null;0;32.8;26.4;21.7;66;47;.8;
2010-12-01;6.3;null;60.6;28;23.8;19.5;80.5;59;1.2;
2010-12-02;3.8;null;26.2;27.6;23;19.1;83.8;70;1;
2010-12-03;6.2;null;.4;32.8;27.1;20.7;69;60;.7;
2010-12-04;8.2;null;0;31.6;25.5;21.5;73.8;56;1.5;
2010-12-05;5.5;null;25.1;31.6;25.6;20.3;79.8;59;.7;
2010-12-06;5;null;32.1;28.8;23.7;19.7;81.5;66;.8;
2010-12-07;3.6;null;0;28.4;24.5;21.1;79.3;62;.7;
2010-12-08;3.4;null;18.8;30.8;24.4;19.7;76;60;1.2;
2010-12-09;5.6;null;0;30.6;25.1;20.9;76;78;1;
2010-12-10;5.3;null;9.4;32;25.3;21.3;77.8;57;1;
2010-12-11;4.2;null;19.5;31;25.7;21.5;70.8;54;1.2;
2010-12-12;4.8;null;0;32.2;26.5;21.1;59.5;46;.8;
2010-12-13;3.7;null;0;33;27.6;22.5;63;47;.5;
2010-12-14;5.3;null;0;30.8;20.4;21.5;86.8;71;.7;
2010-12-15;4.2;null;45.5;26;22;19.7;91.3;75;1.2;
2010-12-16;2.8;null;3;28.4;22.8;null;73.3;59;1;
2010-12-17;6;null;0;31;25.3;19.7;61;41;.7;
2010-12-18;8;null;0;31.2;26.1;21.3;59.3;46;.8;
2010-12-19;10.1;null;0;31.6;26.1;20.9;56.8;50;1.4;
2010-12-20;10.4;null;0;32;24.5;19.7;64.8;37;1.2;
2010-12-21;9.7;null;13.7;32.4;26.8;20.7;68.3;49;.2;
2010-12-22;10.6;null;0;33.4;27.3;21.7;62.5;46;.2;
2010-12-23;10.3;null;0;34;28.1;21.7;54.8;42;.7;
2010-12-24;10.2;null;24.8;28.6;23.5;19.5;76.8;56;1.4;
2010-12-25;5.1;null;19.6;28;23.3;19.5;84;67;1.2;
2010-12-26;3.7;null;0;29.4;24.1;20.3;82.5;69;.3;
2010-12-27;3.2;null;28.9;27.8;23.1;19.9;93.3;88;.5;
2010-12-28;1.9;null;.8;28.6;23.3;19.7;85.3;67;.8;
2010-12-29;2.6;null;16.2;27.4;22.3;18.7;89.3;74;.8;
2010-12-30;2.3;null;.6;26.4;22.4;19.7;88;75;1.5;
2010-12-31;1.3;null;10.2;25.6;21.7;19.7;98.3;93;2.1;
2011-01-01;1.2;null;83.2;21.2;20.3;18.9;95.5;94;1.9;
2011-01-02;.8;null;41.5;24.2;20.3;18.5;92.5;80;3.1;
2011-01-03;1.2;null;33.5;26.2;21.4;18.5;89.8;72;3.3;
2011-01-04;2.3;null;53.7;25;21.1;19.5;93;80;1.4;
2011-01-05;1.5;null;16.6;27;23.1;19.5;85;76;2.1;
2011-01-06;4;null;.5;29.2;23.5;19.9;81.5;63;1.9;
2011-01-07;4.5;null;8.2;28.4;23.9;19.7;82.3;78;1.2;
2011-01-08;5.5;null;0;30;23.9;null;77.8;65;1.9;
2011-01-09;7.2;null;19;30;24.8;19.9;69;56;1.4;
2011-01-10;7.3;null;0;30.6;24.4;19.7;83.8;68;1;
2011-01-11;4.2;null;1.1;29;22.7;19.7;86;75;.8;
2011-01-12;3.4;null;62;24.4;21.9;19.7;91.8;83;1.2;
2011-01-13;1.7;null;2.7;26.4;22.8;19.9;86.5;71;2.1;
2011-01-14;3.2;null;10.1;27.4;22.4;19.7;95.5;90;.8;
2011-01-15;1.6;null;1.6;28.6;23.2;20.3;85.5;65;1.9;
2011-01-16;3;null;5.5;30;24.5;19.9;81;71;.7;
2011-01-17;4.9;null;0;31.8;26;20.9;69.3;53;.5;
2011-01-18;9.1;null;0;31.8;26.9;22.7;63.3;51;.7;
2011-01-19;9.9;null;0;31.6;26;23.3;71.5;64;.9;
